id,title,is_certificate_issued,description,authors,schedule_type,learners_count,quizzes_count,time_to_complete,language,target_audience,is_paid
64261,Kotlin frontend,false,"<p>Курс является онлайн-версией для 2 семестра дисциплины ""Объектно-ориентированное программирование"".</p>

<p>Изучается разработка приложений для браузера на языке Kotlin: сборка приложений с помощью плагина kotlinjs для gradle в среде Intellij IDEA, отладка в браузере, библиотеки kotlinx.html, react, react route, redux и др.</p>

<p>В видеоматериалах пошагово рассматривается использование средств разработки, программной платформы браузера и библиотек для работы с этой платформой на языке Kotlin на примере сквозного проекта по учету посещения студентами занятий. После каждого шага предлагается мини-тест (quiz) для проверки усвоения основных идей видео, в конце каждого урока предлагается небольшое практическое задание.</p>

<p>Помимо выполнения общих для всех студентов заданий при изучении курса предлагается выполнение индивидуального проекта с использованием изученных библиотек (курсовая работа) и самостоятельной работы по изучению javascript библиотек и работе с ними на языке Kotlin.</p>

<p>Курс содержит 16 уроков, на каждый из которых отводится учебная неделя (4-6 часов занятий), что примерно соответствует учебной нагрузке 5 ЗЕТ (зачетных единиц трудоемкости).</p>
",{149180333},self_paced,132,74,37358,ru,"Студенты средних курсов по направлениям подготовки, связанным с информационными технологиями",false
64206,Создание MVC фреймворка PHP,false,"<p>Курс представляет из себя серию лекций с практическими заданиями, которые  позволят освоить основы ООП PHP и написать свой фреймворк.</p>
",{174313981},active,419,10,38608,ru,"",false
64167,Практика C++,false,"<p>Практические задания по информатике для первого курса Санкт-Петербургского Политехнического университета. Курс предполагает, что студенты изучают теорию по лекциям или самостоятельно. Основная книга курса — «C++ Crash Course: A Fast-Paced Introduction» Josh Lospinoso.</p>

<p>Внимание! Курс в разработке. Задания могут меняться.</p>
",{15311000},self_paced,144,29,21018,ru,"",false
64164,Подготовка к ЕГЭ по информатике: Теоретическая часть,false,"<p>После завершения курса Вы сможете успешно решать только часть заданий из ЕГЭ по информатике (примерно половину). Для того, чтобы успешно решать остальные задания необходимо также пройти курс ""<a href=""https://stepik.org/course/64153"" rel=""noopener noreferrer nofollow"">Подготовка к ЕГЭ по информатике: Практическая часть</a>""</p>
",{173782578},active,117,135,42311,ru,"Школьники 8-11 классов, которые хотят успешно сдать ЕГЭ по информатике.",false
64153,Подготовка к ЕГЭ по информатике: Практическая часть,false,"<p>После завершения курса Вы сможете успешно решать только часть заданий из ЕГЭ по информатике (примерно половину). Для того, чтобы успешно решать остальные задания необходимо также пройти курс ""<a href=""https://stepik.org/course/64164"" rel=""noopener noreferrer nofollow"">Подготовка к ЕГЭ по информатике: Теоретическая часть</a>""</p>
",{173782578},active,80,15,7309,ru,"Школьники 8-11 классов, которые не имеют опыта программирования вообще или же имеют минимальный опыт, но при этом хотят успешно сдать ЕГЭ по информатике.",false
64111,Подготовка к МЦКО по математике 2020 (8 класс),false,"<p>Курс содержит демонстрационные варианты для подготовки к МЦКО по математике для 8 классов и дополнительные задачи для подготовки согласно содержанию МЦКО:</p>

<p>№1. Арифметические действия с рациональными числами.<br>
№2. Линейное уравнение.<br>
№3. Проценты. Нахождение процента от величины и величины по её проценту.<br>
№4. Степень с натуральным показателем.<br>
№5. Сумма углов треугольника. Внешние углы треугольника.<br>
№6. Буквенные выражения. Числовое значение буквенного выражения. Угол.<br>
№7. Прямой угол. Острые и тупые углы. Вертикальные и смежные углы. Биссектриса угла и её свойства.<br>
№8. Система двух линейных уравнений с двумя переменными; решение подстановкой и алгебраическим сложением.<br>
№9. Высота, медиана, биссектриса, средняя линия треугольника; точки пересечения серединных перпендикуляров, биссектрис, медиан, высот или их продолжений.<br>
№10. Решение текстовых задач алгебраическим способом</p>
","{27421987,139810183,44951585,176190118}",self_paced,89,119,16882,ru,Учащиеся 7-8 классов,false
64106,"Метрология, стандартизация и подтверждение соответствия",false,"<h3><strong>Здравствуйте!</strong></h3>

<p>Благодарим вас за то, что вы выбрали онлайн-курс ""Метрология, стандартизация и подтверждение соответствия""!   </p>

<h3>Мы надеемся, что он будет максимально содержателен, полезен и  интересен для вас.</h3>

<h3>Велико значение измерений в современном обществе. Они служат не только основой научно-технических знаний, но имеют первостепенное значение для учета материальных ресурсов и планирования, для внутренней и внешней торговли, для обеспечения качества продукции, взаимозаменяемости узлов и деталей и совершенствования технологии, для обеспечения безопасности труда и других видов человеческой деятельности.</h3>

<p>В процессе прохождения работ данного курса  можно обучиться:</p>

<p>1. Применять требования нормативных документов к основным видам продукции (услуг) и процессов;</p>

<p>2. Оформлять техническую документацию в соответствии с действующей нормативной базой;</p>

<p>3. Использовать в профессиональной деятельности документацию систем качества;</p>

<p>4. Приводить несистемные величины измерений в соответствие с действующими стандартами и международной системой единиц СИ</p>
","{69456540,160338180}",self_paced,337,97,10760,ru,"",false
64025,Веб-доступность в электронном обучении,false,"
    <p>Вы когда-нибудь задумывались о том, как помочь студенту, который плохо слышит, участвовать в общей дискуссии? Задавали себе вопрос, как воспринимают математические формулы и чертежи незрячие студенты? Огорчались из-за того, что архитектурные барьеры учебного заведения не позволяют студентам на инвалидных колясках посещать занятия наравне со всеми? Размышляли о привлекательности онлайн-обучения для студентов с ограниченными возможностями здоровья? Тогда Вы попали туда, куда нужно!</p>

<p><strong>Наша цель</strong> – научить Вас тому, как сделать контент онлайн-курсов универсально доступным для всех, особенно для слушателей с ограниченными возможностями здоровья (ОВЗ), в соответствии с международными стандартами веб-доступности WCAG 2.1 и современными подходами к проектированию ресурсов электронного обучения.</p>

<p>После прохождения курса <strong>Вы узнаете:</strong></p>

<ul>
	<li>что такое веб-доступность и универсальный дизайн, какими международными стандартами они регламентируются;</li>
	<li>почему стоит соблюдать принцип универсального дизайна и стандарты веб-доступности при организации образовательного контента онлайн-курсов;</li>
	<li>какие требования к веб-контенту онлайн-курса необходимо выполнить, чтобы обучение было доступным и комфортным для всех обучающихся, и как эти требования связаны с принципами и положениями международных стандартов веб-доступности;</li>
	<li>как проверить доступность образовательного контента.</li>
</ul>

<p>Также <strong>Вы сможете:</strong></p>

<ul>
	<li>детально разбираться в требованиях доступности к образовательному веб-контенту (по типам контента – цифровые документы, медиа, тесты, симуляции, математическая нотация);</li>
	<li>определять тип нарушения доступности образовательного веб-контента и пути исправления ошибки;</li>
	<li>оценивать и анализировать доступность онлайн-курсов с помощью инструментов автоматической проверки и мануально.</li>
</ul>

<p><strong>Автор и преподаватель:</strong> Косова Екатерина Алексеевна, кандидат педагогических наук, доцент кафедры прикладной математики факультета математики и информатики Таврической академии Крымского федерального университета им. В. И. Вернадского</p>

<p style=""font-size: smaller;""> </p>

  ",{3092158},self_paced,123,47,5784,ru,"Преподаватели, специалисты по веб-разработке и веб-дизайну",false
63982,Что важно знать о лекарствах: обсуждаем по-английски,false,"<p>Курс предназначен для совершенствования знаний в области медицинской и фармакологической терминологии на английском языке</p>
",{41398892},self_paced,91,243,28703,ru,"",false
63884,Грамматика английского языка для медиков и фармацевтов – 2,false,"<p>Целью предложенного курса является формирование умения анализировать английское предложение, выделять в нем глагол-сказуемое и переводить предложение на русский язык</p>
",{28787895},self_paced,1199,128,7160,ru,"",false
63877,Теория и практика массовой информации,false,"<p>Курс «Теория и практика массовой информации» является одной из основных профессиональных дисциплин для студентов, обучающихся по специальности «Связи  с общественностью» и рассчитан на обучение студентов основам профессиональной деятельности в разных видах средств массовой информации.</p>

<p>В материалах курса Вы найдёте теоретические выкладки, ссылки на используемую литературу и тесты, основанные на представленной в данном курсе информации, примеры выполнения творческих заданий.</p>

<p>Курс содержит четыре лекционных модуля и один экзаменационный. Обучение построено таким образом, чтобы один урок осваивать за одну неделю.</p>

<p>Видеоматериалы не предусмотрены.</p>
",{124475972},self_paced,117,29,31494,ru,"Материалы курса ориентированы на студентов бакалавриата и специалитета, стремящихся к повышению уровня профессиональной компетентности в вопросах изучения сферы массовых коммуникаций. Курс также рекомендован к использованию преподавателям, использующим смешанную модель обучения, в качестве вводного предмета.",false
63802,Психология,false,"<p>Что изучает психология? У каждого человека, даже близко не знакомого с этой наукой, есть определенное представление о ней. Данный курс поможет систематизировать имеющиеся знания и получить новые.</p>

<p>Чем занимается психология как наука?</p>

<p>Что измеряют тесты интеллекта?</p>

<p>Какие психологические эксперименты являются самыми ключевыми?</p>

<p>Какие учены внесли значительный вклад в изучение психики?</p>

<p>Какие особенности таит в себе внимание и память?</p>

<p>Изучение курса поможет ответить на эти и многие другие вопросы, а также изучить особенности как когнитивных процессов — ощущения, восприятия и мышления, — так и «сквозных» психических процессов — памяти, внимания и воображения.</p>
",{142670849},self_paced,3489,130,25883,ru,"Курс ориентирован на студентов различных направлений и специальностей, а также иных слушателей, заинтересованных в получении знаний по психологии.",false
62345,Игра змейка на java,false,"<p>На этом курсе мы с вами будем создать игру ""змейка"" на java. Курс включает в себя множество практических задач. Включая видео уроки, вы можете решить 15-20 практических задач, и набрать максимум 32 баллов. В этом курсе вы сможете ознакомиться с библиотекой swing языка java, работать с компонентами JFrame, JPanel и выполнить практические задание на темы массив, цикл. Одной из особенностей курса является то, что вы будете выполнять 5 различных типов практических задач. Пройдя курс, вы получите большой опыт в будущее.</p>
",{55079987},self_paced,125,17,3220,ru,"",false
63700,Критическое мышление,false,"<p>Критическое мышление  - курс, направленный на развитие над-профессиональных навыков и  Soft skills, гибких навыков  анализа информации, вопрошания, проблематизации, аргументации, устной и письменной коммуникации с оппонентами,  принятия на  этом основании продуманного решения той или иной задачи. Этот курс может быть интересен широкому кругу потенциальных участников. Он будет полезен не только студентам бакалавриата – основной целевой аудитории, – но и другим категориям слушателей, от старшеклассников до магистрантов, аспирантов, то есть  практически  для любого человека информационного общества эпохи «пост-правды». Кроме того, именно в критическом мышлении закладываются основания исследовательского и системного мышления, методологической культуры, которые необходимы любому ученому, профессионалу, специалисту. Курс разработан на основании кампусного курса «Критическое мышление и практика аргументации», читающегося авторами на протяжении 4 лет.</p>

<p style=""font-size: 28px;"">Преподаватель</p>

<h3><img alt="""" height=""121"" src=""https://ucarecdn.com/5cc11ca1-3ab9-485a-88e2-983de6ed5a1c/-/crop/231x247/0,65/-/preview/"" width=""113""></h3>

<h3>Осаченко Юлия Станиславовна</h3>

<p>Кандидат философских наук, доцент кафедры онтологии, теории познания и социальной философии Философского факультета НИ ТГУ</p>

<p> </p>

<p><img alt="""" height=""113"" src=""https://ucarecdn.com/fc40cc11-30e7-4700-b8d2-940355502d56/"" width=""113""></p>

<h3>Бахтиярова Елена Захаровна</h3>

<p>Старший преподаватель кафедры философии и методологии науки Философского факультета НИ ТГУ</p>

<p> </p>

<p><img alt="""" height=""113"" src=""https://ucarecdn.com/a8d10df6-ebf1-44f3-a428-86e0d804eedb/"" width=""113""></p>

<h3>Губайдуллина Анастасия Николаевна</h3>

<p>Кандидат филологических наук, доцент кафедры истории русской литературы ХХ века Филологического факультета НИ ТГУ</p>

<p> </p>

<p><img alt="""" height=""129"" src=""https://ucarecdn.com/c2c722c1-72e1-447c-b0db-cc3b24118734/"" width=""113""></p>

<h3>Новикова Элеонора Геннадьевна</h3>

<p>Кандидат филологических наук, доцент кафедры общего, славяно-русского языкознания и классической филологии Филологического факультета НИ ТГУ</p>
",{33163326},self_paced,2907,74,23070,ru,"Школьники старших классов, студенты программ бакалавриата, вольнослушатели любого возраста",false
63699,Конституционное право России: Общая часть,false,"<p>Многие вопросы, которые периодически возникают у каждого, регулируются конституционным правом. Какие органы власти есть в стране, в какой из них можно обратиться со своей конкретной проблемой, стоит ли принимать участие в выборах, а, если и стоит, то в каком качестве, могу ли я повлиять на решение политических вопросов в своем городе и какие для этого существуют правовые механизмы? Так или иначе, но политические процессы в государстве и их нормативное отражение затрагивают интересы каждого жителя нашей страны. Поэтому недаром конституционное право называют базовой ведущей отраслью российского права. Ее нормы как основа политических процессов привлекают внимание большинства жителей страны, в том числе и специалистов в области юриспруденции.</p>

<p>Онлайн-курс «Конституционное право России. Общая часть» посвящен изложению основных понятий конституционного права, его места и роли в современной правовой системе России. В рамках курса последовательно излагаются основные концепции отрасли дореволюционного, советского и современного периодов развития науки. К изучению предлагаются основные разделы Конституции 1993 года, определено ее место в системе социального нормативного регулирования. Слушатели освоят основные права, свободы и обязанности человека и гражданина, способы их защиты. Изучение основ Конституции РФ будет способствовать грамотной ориентации в системе конституционного законодательства Российской Федерации, а также позволит выработать навыки по его применению.</p>

<p>Цель курса – сформировать у слушателей способность защищать нарушенные права и свободы человека и гражданина. Рассматриваемые в курсе примеры помогут проектировать модель правового поведения, соответствующую нормам – источникам конституционного права. Слушатели получат некоторые практические рекомендации по быстрому поиску нужных нормативных правовых актов.</p>

<p>В результате обучения слушатели смогут соотносить происходящие политические процессы с их нормативным правовым регулированием и определять степень их соответствия, формировать модель своего правомерного поведения, определять, были ли нарушены права и свободы человека и каков механизм их защиты.</p>
",{33163326},self_paced,506,118,36327,ru,"Студенты программ бакалавриата, специалитета, магистратуры по направлению подготовки «Юриспруденция» любого высшего учебного заведения. Объем целевой аудитории неограничен.",false
63694,Этикет на все случаи жизни,false,"<p>Курс затрагивает важные вопросы культуры взаимодействия в повседневной и профессиональной жизни. Он поможет чувствовать себя адекватно ситуации, верно интерпретировать поведение других людей, совершенствовать свое поведение.</p>

<p>В результате освоения курса слушатели смогут обогатить свой опыт межличностного общения с людьми разного возраста и статуса, во время работы и досуга. Научатся оказывать знаки уважения посредством одежды, взгляда, жеста, слова.</p>

<p>Освоение искусства столового этикета поможет чувствовать себя уверенней на любом приеме, в официальной и неофициальной обстановке, оказать теплый прием и быть гостеприимным хозяином.</p>
",{33163326},self_paced,581,89,13984,ru,"",false
63620,English and Music.The Best World Hits.,false,"<p><em>Music can change the world because it can change people.</em><br>
                                                                                        <strong>Bono,U2</strong></p>

<p>Music washes away from the soul the dust of everyday life.<br>
                                                                       <strong>Berthold Auerbach</strong></p>

<p>Всегда хочется, чтобы изучение любого предмета было интересным, а изучение иностранного языка в особенности. Ведь язык это - инструмент, без которого не выразить ни своих мыслей и идей, ни полного спектра чувств, ни желаний. Но зачастую столкнувшись с первыми сложностями в произношении слов или особенно в изучении грамматики, люди откладывают занятия далеко и надолго, считая, что заговорить на иностранном языке нереально.</p>

<p>Думаю, многие из изучающих иностранный язык, являются меломанами. Почему бы не использовать свои любимые песни в качестве пособия по обучению?</p>

<p>Cambridge University в своих методических рекомендациях на официальном сайте отводит отдельный раздел для изучения английского языка и подготовки к сдаче экзаменов на основе песенного материала для разных уровней: Elementary, Intermediate и Advanced. Специалисты утверждают, что изучение с помощью песен способствует запоминанию,так как в песнях многократно повторяются одни и те же слова и фразы. Также песни упрощают работу над произношением,так как при пении речевой аппарат легче принимает положение необходимое для произношения незнакомых звуков.</p>

<p>Онлайн-курс “English and Music. The Best World Hits” представляет собой аудио и видеокурс, включающий 8 модулей и 10 уроков. Материал по аудированию представляют песни всемирно известных англоязычных исполнителей Тины Тернер, Майкла Джексона, Аbba, Стинга, Скорпионз, Битлз, Хаддавей и Депеш Мод и видеолекции по грамматике.</p>

<p>В первом уроке размещены методические рекомендации по работе с курсом. Песенный аудиоматериал и, основанные на нем, задания на перевод и грамматические и лексические упражнения рассчитаны на разные уровни языковой подготовки: Elementary, Intermediate, Advanced.</p>

<p>Во время прослушивания аудиофайла (двукратного или при необходимости большего количества раз) учащийся заполняет пропущенные слова в тексте песни. Следующим этапом идет перевод текста песни и выполнение лексических и грамматических заданий, которые  представлены в тестовой форме: свободный ответ (подразумевающий объяснение употребления грамматических форм и написание эссе), задача на сопоставление и тест.</p>

<p>Курс также включает задания на говорение в формате обсуждения в разделе Discussion. В некоторых уроках песни подобраны тематически и поднимают определенную социальную тематику: <em>The World and People, Is It Always Good to Fight?, Ecology, What is Love?, Call for Help, Human Relationships. </em>Обсуждение подразумевает как предварительную самостоятельную подготовку учащихся и запись индивидуальных аудиофайлов, так и обсуждение с преподавателем в режиме реального времени в формате онлайн видеоконференции. Таким образом, обучающий онлайн-курс охватывает задания на слушание (Listening), чтение (Reading), письмо (Writing) и говорение (Speaking).</p>

<p>Если Вы захотите продолжить курс самостоятельно, то можно найти текст песен Ваших любимых исполнителей в Интернете, если задать поиск «название песни на английском + Lyrics». Lyrics – это слова к песне. И точно также слушать их по нескольку раз, переводить и находить в тексте песни грамматические структуры.</p>

<p>Эффект после такого рода обучения не заставит себя долго ждать. Однажды Вы услышите чью-то английскую речь или какую-то мало знакомую песню на английском и неожиданно для себя поймете, что Вы понимаете, о чем говорят и поют, не важно – знаете Вы содержание или нет. Так было со мной.</p>

<p> </p>

<p> </p>
",{66395995},active,111,12,7903,ru,"Слушатели курса - бакалавры, магистранты, аспиранты и взрослая аудитория, владеющие английским языком на уровне Elementary, Intermediate, Advanced.",false
63599,ГЕОГРАФИЯ,false,"<p style=""text-align: justify;"">Онлайн-курс ""География"" нацелен на освоение системы географических знаний о целостном, многообразном и динамично изменяющемся мире, взаимосвязи природы, населения и хозяйства на всех территориальных уровнях.</p>

<p style=""text-align: justify;"">В результате освоения учебной дисциплины обучающийся должен <strong>уметь:</strong></p>

<p style=""text-align: justify;"">-         определять и сравнивать по разным источникам информации географические тенденции развития природных, социально-экономических и геоэкологических объектов, процессов и явлений;</p>

<p style=""text-align: justify;"">-         оценивать и объяснять ресурсообеспеченность отдельных стран и регионов мира, их демографическую ситуацию, уровни урбанизации и территориальной концентрации населения и производства, степень природных, антропогенных и техногенных изменений отдельных территорий;</p>

<p style=""text-align: justify;"">-         составлять комплексную географическую характеристику регионов и стран мира; таблицы, картосхемы, диаграммы, простейшие карты, модели, отражающие географические закономерности различных явлений и процессов, их территориальные взаимодействия;</p>

<p style=""text-align: justify;"">-         сопоставлять географические карты различной тематики;</p>

<p style=""text-align: justify;"">-         использовать приобретенные знания и умения в практической деятельности и повседневной жизни:</p>

<p style=""text-align: justify;"">-         понимания географической специфики крупных регионов и стран мира в условиях глобализации, стремительного развития международного туризма и отдыха, деловых и образовательных программ, различных видов человеческого общения.</p>

<p style=""text-align: justify;"">В результате освоения учебной дисциплины обучающийся должен <strong>знать:</strong></p>

<p style=""text-align: justify;"">-         основные географические понятия и термины; традиционные и новые методы географических исследований;</p>

<p style=""text-align: justify;"">-         особенности размещения основных видов природных ресурсов, их главные месторождения и территориальные сочетания; численность и динамику населения мира, отдельных регионов и стран, их этногеографическую специфику; различия в уровне и качестве жизни населения, основные направления миграций; проблемы современной урбанизации;</p>

<p style=""text-align: justify;"">-         географические аспекты отраслевой и территориальной структуры мирового хозяйства, размещения его основных отраслей; географическую специфику отдельных стран и регионов, их различия по уровню социально-экономического развития, специализации в системе международного географического разделения труда; географические аспекты глобальных проблем человечества;</p>

<p style=""text-align: justify;"">-         особенности современного геополитического и геоэкономического положения России, ее роль в международном географическом разделении труда;</p>
","{69383026,160338180}",self_paced,484,94,15442,ru,"Студенты всех направлений подготовки, обучающиеся по образовательным программам среднего профессионального образования, а также всех интересующихся географией.",false
63510,Проектирование информационных систем,false,"<p>РАЗДЕЛ 1. Архитектура экономических информационных систем Тема 1. Понятие и классификация экономических информационных систем (ЭИС).  Тема 2. Функциональные подсистемы ЭИС.  Тема 3. Обеспечивающие подсистемы ЭИС. <br>
 <br>
РАЗДЕЛ 2. Методологические основы проектирования ИС Тема 1. Технология проектирования информационных систем. Классификация методов проектирования ИС.  Тема 2. Средства проектирования ИС. Жизненный цикл ИС.  Тема 3. Модели жизненного цикла: каскадная, итерационная, спиральная. Тема 4.  Формализация технологии проектирования ИС. Технологическая сеть проектирования.  <br>
 <br>
РАЗДЕЛ 3.  Каноническое проектирование ИС Тема 1. Понятие канонического проектирования ИС. Состав стадий и этапов канонического проектирования ИС.  <br>
Тема 2. Состав и содержание работ на предпроектной стадии создания ИС. Классификация методов проведения обследования.  Тема 3. Классификация методов сбора материалов обследования. Состав и содержание работ на стадии технорабочего проектирования.  Тема 4. Разработка общесистемных проектных решений. Разработка локальных проектных решений. Состав и содержание работ на стадиях внедрения, эксплуатации и сопровождения проекта. <br>
 <br>
РАЗДЕЛ 4. Проектирование классификаторов технико-экономической информации Тема 1. Основные понятия классификации экономической информации. Понятия и основные системы кодирования экономической информации. Тема 2.  Состав и содержание операций проектирования классификаторов. Понятие Единой системы классификации и кодирования (ЕСКК).  Тема 3. Технология использования штрихового кодирования экономической информации.  <br>
 <br>
РАЗДЕЛ 5. Проектирование системы экономической документации Тема 1. Понятие унифицированной системы документации. Проектирование унифицированной системы документации.  Тема 2. Особенности проектирования форм первичных документов. Особенности проектирования форм документов результатной информации.  <br>
 <br>
РАЗДЕЛ 6. Проектирование информационного обеспечения систем Тема 1. Проектирование экранных форм электронных документов.  Тема 2. Понятие информационной базы и способы ее организации. Проектирование информационной базы при различных способах организации. Тема 3.  Основные понятия и классификация технологических процессов обработки данных. Проектирование процесса загрузки и ведения информационной базы.  Тема 4. АРМ как основной организационный компонент ИС. Проектирование процессов получения первичной информации.  Тема 5. Проектирование процесса загрузки и ведения информационной базы. Проектирование процесса автоматизированного ввода бумажных документов. <br>
 <br>
РАЗДЕЛ 7. Проектирование технологических процессов обработки экономической информации в локальных экономических информационных системах Тема 1. Организация решения экономических задач.  Тема 2. Проектирование технологических процессов обработки данных в пакетном режиме.  Тема 3. Проектирование технологических процессов обработки данных в диалоговом режиме. Классификация диалоговых систем. <br>
 <br>
РАЗДЕЛ 8. Реинжиниринг бизнес-процессов и проектирование корпоративной информационной системы Тема 1. Реинжиниринг бизнес-процессов на основе корпоративной информационной системы (КИС). Общие требования к созданию КИС.  Тема 2. Виды автоматизированных систем планирования и управления.  Тема 3. Этапы реинжиниринга бизнес-процессов.  Тема 4. Методологии моделирования предметной области. <br>
 <br>
РАЗДЕЛ 9. Проектирование клиент-серверных корпоративных информационных систем Тема 1. Основные понятия и особенности проектирования клиент-серверных информационных систем.  Тема 2. Файл-серверная архитектура. Двухуровневая клиент-серверная архитектура. Трехуровневая клиент-серверная архитектура. Многоуровневая архитектура «клиент<br>
сервер».  Тема 3. Проектирование систем оперативной обработки транзакций. Использование систем управления рабочими потоками. Использование интернет-приложений.  Тема 4. Проектирование систем оперативного анализа данных. Понятие информационного хранилища.  Тема 5. Подсистема хранения данных. Подсистема метаинформации (репозиторий). Подсистема преобразования данных. Подсистема представления данных. Подсистема оперативного анализа данных. Подсистема интеллектуального анализа данных. <br>
 <br>
РАЗДЕЛ 10. Автоматизированное проектирование ИС Тема 1. Основные понятия и классификация CASE-технологий.  Тема 2. Функционально-ориентированное проектирование ИС. Функциональное моделирование бизнес-процессов в AllFusion Process Modeler (BPwin).  Тема 3. Методология SADT. Стандарт структурного функционального моделирования IDEF0. Моделирование потоков данных в нотации DFD. Моделирование потоков работ в нотации IDEF3.  Тема 4. Диаграммы инфологических моделей «сущность–связь». Моделирование данных в Data Process Modeler (ERwin).  Тема 5. Построение структуры программного приложения на основе системной структурной диаграммы.  Тема 6. Объектно ориентированное проектирование ИС. Унифицированный язык моделирования UML. Диаграмма прецедентов использования. Диаграммы классов объектов. Диаграммы состояний. Диаграмма взаимодействия объектов. Диаграмма деятельностей. Диаграммы пакетов. Диаграммы компонентов и размещения.  Тема 7. Анализ системных требований к ИС. Прототипное проектирование ИС. Понятие RAD-технологии. Преимущества создания системы-прототипа. Тема 8.  Инструментальные средства быстрой разработки приложений в СУБД (класс DEVELOPER). Интегрированные инструментальные средства быстрой разработки приложений (класс BUILDER). Базовые варианты организации технологического процесса проектирования с использованием систем-прототипов. <br>
 </p>
",{155112931},self_paced,130,61,44661,ru,"",false
